4060687005532075|11|2029|961
4060687005285575|05|2026|595
4060687005706604|07|2030|400
4060687005516722|03|2027|707
4060687005275816|01|2030|387
4060687005505188|09|2028|185
4060687005442556|11|2026|567
4060687005666725|02|2029|894
4060687005086478|01|2029|525
4060687005414571|06|2026|668
4060687005626182|08|2029|475
4060687005136562|11|2027|913
4060687005171734|11|2027|469
4060687005400653|08|2029|975
4060687005324184|12|2028|991
4060687005358810|02|2026|181
4060687005270825|05|2028|687
4060687005074045|09|2030|380
4060687005453736|04|2027|910
4060687005851418|06|2027|660
4060687005267680|07|2029|561
4060687005246775|09|2030|755
4060687005533842|06|2029|818
4060687005804060|07|2027|866
4060687005306033|04|2028|198
4060687005571487|03|2028|711
4060687005445674|10|2029|524
4060687005366433|05|2028|906
4060687005345510|04|2029|200
4060687005115830|07|2029|749
4060687005202554|05|2027|666
4060687005565554|03|2026|414
4060687005742310|12|2027|864
4060687005370641|10|2030|503
4060687005613768|07|2027|230
4060687005454833|08|2030|934
4060687005812253|05|2029|718
4060687005555704|10|2027|895
4060687005547180|07|2027|905
4060687005370427|06|2030|762
4060687005887180|05|2026|723
4060687005132728|02|2029|141
4060687005871861|12|2029|774
4060687005735280|07|2028|299
4060687005037661|11|2026|565
4060687005134377|03|2027|589
4060687005825842|09|2030|363
4060687005164812|09|2029|140
4060687005382885|07|2028|402
4060687005511210|07|2029|856
4060687005875441|11|2027|863
4060687005252740|09|2027|149
4060687005356434|05|2027|877
4060687005855575|10|2026|454
4060687005615102|08|2030|146
4060687005251437|11|2030|295
4060687005718070|11|2026|849
4060687005026847|07|2029|508
4060687005811412|08|2027|612
4060687005470862|06|2027|841
4060687005408474|10|2029|760
4060687005401313|03|2030|837
4060687005387751|09|2026|625
4060687005636645|04|2028|307
4060687005042752|08|2029|461
4060687005367027|02|2030|873
4060687005410405|12|2027|719
4060687005640746|10|2027|842
4060687005276301|02|2030|712
4060687005312254|03|2028|830
4060687005210334|12|2029|447
4060687005875870|09|2029|938
4060687005530681|11|2029|849
4060687005064707|02|2029|909
4060687005700722|07|2029|251
4060687005766566|12|2030|592
4060687005680635|07|2029|835
4060687005434108|08|2030|587
4060687005238541|08|2026|988
4060687005542371|01|2027|421
4060687005323038|02|2028|732
4060687005412203|03|2027|992
4060687005885747|09|2027|934
4060687005700854|11|2027|897
4060687005802825|05|2027|151
4060687005168805|07|2027|312
4060687005385540|11|2026|359
4060687005127231|12|2030|579
4060687005700870|10|2026|297
4060687005116366|11|2026|228
4060687005745370|08|2030|534
4060687005741106|11|2028|867
4060687005556314|07|2030|354
4060687005154003|10|2029|271
4060687005205813|03|2027|868
4060687005160745|03|2027|820
4060687005050300|06|2026|359
4060687005823748|10|2027|342
4060687005862308|08|2029|658
4060687005871507|05|2026|177
